[{'A': 0.2009460689789554, 'C': 0.2436645297619615, 'E': 0.18188546892920754, 'G': 0.21664329035923402}, {'A': -0.2019460689789554, 'C': -0.2446645297619615, 'E': -0.18288546892920754, 'G': -0.21764329035923402}, {'B': 0.34396337168928687, 'D': 0.374046602260721, 'F': 0.15003481586768144, 'H': 0.07646253077242846}, {'B': -0.34496337168928687, 'D': -0.375046602260721, 'F': -0.15103481586768144, 'H': -0.07746253077242846}, {'A': 0.3580177860454331, 'C': 0.35717195862168355, 'E': 0.2790063911295978, 'G': 0.27961381797120455}, {'A': -0.3590177860454331, 'C': -0.35817195862168355, 'E': -0.2800063911295978, 'G': -0.28061381797120455}, {'B': 0.49068814947574924, 'D': 0.3078594309890813, 'F': 0.3554792759305345, 'H': 0.32906003865079886}, {'B': -0.49168814947574924, 'D': -0.3088594309890813, 'F': -0.3564792759305345, 'H': -0.33006003865079886}, {'B': 0.26041125019217337, 'D': 0.4863088831425707, 'F': 0.1632851411983693, 'H': 0.20607090933692845}, {'B': -0.26141125019217337, 'D': -0.4873088831425707, 'F': -0.1642851411983693, 'H': -0.20707090933692845}, {'B': 0.16505929151340634, 'D': 0.472185867115984, 'F': 0.3212356243491893, 'H': 0.26353090621510084}, {'B': -0.16605929151340634, 'D': -0.473185867115984, 'F': -0.3222356243491893, 'H': -0.26453090621510084}, {'B': 0.22767599703010927, 'D': 0.48824584732158716, 'F': 0.48451630848445015, 'H': 0.46345478653083305}, {'B': -0.22867599703010927, 'D': -0.48924584732158716, 'F': -0.48551630848445015, 'H': -0.46445478653083305}, {'B': 0.3534682131679393, 'D': 0.05190112656518015, 'F': 0.30374836432268576, 'H': 0.39000830709766776}, {'B': -0.3544682131679393, 'D': -0.05290112656518015, 'F': -0.30474836432268576, 'H': -0.39100830709766776}, {'B': 0.0881430297209213, 'D': 0.10937607130501174, 'F': 0.16449419910136553, 'H': 0.2841130881382575}, {'B': -0.08914302972092131, 'D': -0.11037607130501174, 'F': -0.16549419910136554, 'H': -0.2851130881382575}, {'A': 0.06727885721414881, 'C': 0.2733944970880187, 'E': 0.05507651106102024, 'G': 0.12020442678606623}, {'A': -0.06827885721414881, 'C': -0.2743944970880187, 'E': -0.05607651106102024, 'G': -0.12120442678606623}]
[{'A': 0.46947610196977313, 'C': 0.41168726422015894, 'E': 0.2653192789142989, 'G': 0.1722261088109968}, {'A': -0.47047610196977313, 'C': -0.41268726422015894, 'E': -0.2663192789142989, 'G': -0.1732261088109968}, {'B': 0.4034897350902618, 'D': 0.2447641544513698, 'F': 0.3200546464161127, 'H': 0.2480738997445167}, {'B': -0.4044897350902618, 'D': -0.2457641544513698, 'F': -0.3210546464161127, 'H': -0.2490738997445167}, {'B': 0.49399369293097095, 'D': 0.30289101046817124, 'F': 0.26513959023077394, 'H': 0.12614661125669066}, {'B': -0.49499369293097095, 'D': -0.30389101046817124, 'F': -0.26613959023077394, 'H': -0.12714661125669066}, {'A': 0.4050292337383921, 'C': 0.14894507657718192, 'E': 0.382316913976178, 'G': 0.4616551858348066}, {'A': -0.4060292337383921, 'C': -0.14994507657718192, 'E': -0.383316913976178, 'G': -0.4626551858348066}, {'A': 0.4133719658856046, 'C': 0.46710864807253966, 'E': 0.39078668273753314, 'G': 0.2527483019204463}, {'A': -0.4143719658856046, 'C': -0.46810864807253966, 'E': -0.39178668273753314, 'G': -0.2537483019204463}, {'A': 0.20002004702732373, 'C': 0.08469005359022436, 'E': 0.20867390586155682, 'G': 0.37934032274921786}, {'A': -0.20102004702732373, 'C': -0.08569005359022436, 'E': -0.20967390586155682, 'G': -0.38034032274921786}, {'B': 0.46958414486556416, 'D': 0.17575918793034684, 'F': 0.335605728204063, 'H': 0.3354246970668903}, {'B': -0.47058414486556416, 'D': -0.17675918793034684, 'F': -0.336605728204063, 'H': -0.3364246970668903}, {'B': 0.23109580154923015, 'D': 0.11967507431978161, 'F': 0.14754721255109898, 'H': 0.462396123620538}, {'B': -0.23209580154923015, 'D': -0.12067507431978161, 'F': -0.14854721255109898, 'H': -0.463396123620538}, {'B': 0.30621827180231226, 'D': 0.3717181302867727, 'F': 0.2588717741073489, 'H': 0.4160106139523476}, {'B': -0.30721827180231226, 'D': -0.3727181302867727, 'F': -0.2598717741073489, 'H': -0.4170106139523476}, {'A': 0.36879139355642765, 'C': 0.09734539807964063, 'E': 0.4990484212973248, 'G': 0.19352735239389202}, {'A': -0.36979139355642765, 'C': -0.09834539807964063, 'E': -0.5000484212973247, 'G': -0.19452735239389202}]
[{'A': 0.06972964517194292, 'C': 0.3443787112700007, 'E': 0.4610647871259, 'G': 0.26720507714261715}, {'A': -0.07072964517194293, 'C': -0.3453787112700007, 'E': -0.4620647871259, 'G': -0.26820507714261715}, {'B': 0.3416345747201591, 'D': 0.3725678197327633, 'F': 0.1543776898545255, 'H': 0.12352294073480005}, {'B': -0.3426345747201591, 'D': -0.3735678197327633, 'F': -0.1553776898545255, 'H': -0.12452294073480005}, {'B': 0.21546766720521449, 'D': 0.27450549212935793, 'F': 0.43570811235703305, 'H': 0.28868986317242035}, {'B': -0.2164676672052145, 'D': -0.27550549212935793, 'F': -0.43670811235703305, 'H': -0.28968986317242035}, {'B': 0.16035789997639172, 'D': 0.431690690889028, 'F': 0.37936384923920885, 'H': 0.2863482599204716}, {'B': -0.16135789997639172, 'D': -0.432690690889028, 'F': -0.38036384923920885, 'H': -0.2873482599204716}, {'A': 0.446012491465249, 'C': 0.3185147613223626, 'E': 0.4723990850861723, 'G': 0.15509659808226822}, {'A': -0.447012491465249, 'C': -0.3195147613223626, 'E': -0.4733990850861723, 'G': -0.15609659808226822}, {'A': 0.25691042909300543, 'C': 0.16024546064818426, 'E': 0.28509863953474424, 'G': 0.2812406597386326}, {'A': -0.25791042909300543, 'C': -0.16124546064818426, 'E': -0.28609863953474424, 'G': -0.2822406597386326}, {'B': 0.18692189792725378, 'D': 0.3139530750402469, 'F': 0.4666346097319901, 'H': 0.3521986730624663}, {'B': -0.18792189792725378, 'D': -0.3149530750402469, 'F': -0.4676346097319901, 'H': -0.35319867306246633}, {'B': 0.4312891070819728, 'D': 0.48054243234846133, 'F': 0.36938465915574004, 'H': 0.3229252890982529}, {'B': -0.4322891070819728, 'D': -0.48154243234846134, 'F': -0.37038465915574004, 'H': -0.3239252890982529}, {'A': 0.11572667846438225, 'C': 0.48981854078436465, 'E': 0.41282523178628483, 'G': 0.36344014613616954}, {'A': -0.11672667846438226, 'C': -0.49081854078436465, 'E': -0.41382523178628483, 'G': -0.36444014613616954}, {'B': 0.25697457039099597, 'D': 0.3468554809513736, 'F': 0.4813389995618429, 'H': 0.1407922903283399}, {'B': -0.25797457039099597, 'D': -0.3478554809513736, 'F': -0.4823389995618429, 'H': -0.1417922903283399}]
[{'B': 0.276856936195107, 'D': 0.4266578100488912, 'F': 0.29468995962964456, 'H': 0.4247467750479085}, {'B': -0.277856936195107, 'D': -0.4276578100488912, 'F': -0.29568995962964456, 'H': -0.4257467750479085}, {'A': 0.2000317587049233, 'C': 0.46364510305041134, 'E': 0.3674390914216338, 'G': 0.4466007477369594}, {'A': -0.2010317587049233, 'C': -0.46464510305041135, 'E': -0.3684390914216338, 'G': -0.4476007477369594}, {'A': 0.08869840692832437, 'C': 0.3222524432480383, 'E': 0.1751049487592558, 'G': 0.4309469052066187}, {'A': -0.08969840692832437, 'C': -0.3232524432480383, 'E': -0.1761049487592558, 'G': -0.4319469052066187}, {'B': 0.06813008538009517, 'D': 0.09623974661550419, 'F': 0.36845743020569505, 'H': 0.21736267943253307}, {'B': -0.06913008538009517, 'D': -0.09723974661550419, 'F': -0.36945743020569505, 'H': -0.21836267943253307}, {'A': 0.11236124167924613, 'C': 0.4052616818135717, 'E': 0.11403257004060365, 'G': 0.2908016459823908}, {'A': -0.11336124167924613, 'C': -0.4062616818135717, 'E': -0.11503257004060365, 'G': -0.2918016459823908}, {'A': 0.4457798886383624, 'C': 0.4908154018871006, 'E': 0.45634310926291927, 'G': 0.4043664148491748}, {'A': -0.4467798886383624, 'C': -0.4918154018871006, 'E': -0.45734310926291927, 'G': -0.4053664148491748}, {'B': 0.43765458678238084, 'D': 0.35001442653581627, 'F': 0.24453589794388436, 'H': 0.2473249121549735}, {'B': -0.43865458678238084, 'D': -0.35101442653581627, 'F': -0.24553589794388436, 'H': -0.2483249121549735}, {'B': 0.36723669670514125, 'D': 0.32857415946380414, 'F': 0.4461460475523274, 'H': 0.2730701318854816}, {'B': -0.36823669670514125, 'D': -0.32957415946380414, 'F': -0.4471460475523274, 'H': -0.2740701318854816}, {'B': 0.3880000012428729, 'D': 0.054926970264926205, 'F': 0.2768579981225394, 'H': 0.05605711589988066}, {'B': -0.38900000124287293, 'D': -0.055926970264926205, 'F': -0.2778579981225394, 'H': -0.05705711589988066}, {'B': 0.22078389362019385, 'D': 0.3347951897502304, 'F': 0.4082036422783042, 'H': 0.32676690518551627}, {'B': -0.22178389362019385, 'D': -0.3357951897502304, 'F': -0.4092036422783042, 'H': -0.32776690518551627}]
[{'B': 0.2236021085646479, 'D': 0.11379861165445368, 'F': 0.2265362257679152, 'H': 0.14560972940824535}, {'B': -0.2246021085646479, 'D': -0.11479861165445368, 'F': -0.2275362257679152, 'H': -0.14660972940824535}, {'B': 0.15878119803509794, 'D': 0.3546942836670149, 'F': 0.20780307991056923, 'H': 0.214546644985801}, {'B': -0.15978119803509794, 'D': -0.3556942836670149, 'F': -0.20880307991056923, 'H': -0.215546644985801}, {'A': 0.4617896578122753, 'C': 0.42795158118443677, 'E': 0.05519900834664966, 'G': 0.4331476682319554}, {'A': -0.4627896578122753, 'C': -0.42895158118443677, 'E': -0.05619900834664966, 'G': -0.4341476682319554}, {'B': 0.07973309486298752, 'D': 0.18882579585258158, 'F': 0.24246187169814304, 'H': 0.2752800083703029}, {'B': -0.08073309486298752, 'D': -0.18982579585258158, 'F': -0.24346187169814304, 'H': -0.2762800083703029}, {'B': 0.2152243655310932, 'D': 0.10748647979807419, 'F': 0.16608702809461576, 'H': 0.34740243656322123}, {'B': -0.2162243655310932, 'D': -0.10848647979807419, 'F': -0.16708702809461576, 'H': -0.34840243656322123}, {'A': 0.19294286883574818, 'C': 0.304032599982782, 'E': 0.08126410185611138, 'G': 0.37060931850157447}, {'A': -0.19394286883574818, 'C': -0.305032599982782, 'E': -0.08226410185611138, 'G': -0.37160931850157447}, {'B': 0.16756479441783687, 'D': 0.30526296038562806, 'F': 0.1275659303485958, 'H': 0.45856378788269003}, {'B': -0.16856479441783687, 'D': -0.30626296038562806, 'F': -0.1285659303485958, 'H': -0.45956378788269003}, {'A': 0.05875125142050544, 'C': 0.36961586402762564, 'E': 0.2682807319810422, 'G': 0.4930191243998756}, {'A': -0.05975125142050544, 'C': -0.37061586402762564, 'E': -0.2692807319810422, 'G': -0.4940191243998756}, {'A': 0.07823401095392168, 'C': 0.32439281389590857, 'E': 0.1630970722061834, 'G': 0.13564352854583117}, {'A': -0.07923401095392169, 'C': -0.3253928138959086, 'E': -0.16409707220618341, 'G': -0.13664352854583117}, {'A': 0.11068500221525311, 'C': 0.3320571488720883, 'E': 0.4016866232123347, 'G': 0.47195985894892106}, {'A': -0.11168500221525311, 'C': -0.3330571488720883, 'E': -0.4026866232123347, 'G': -0.47295985894892106}]
[{'B': 0.3481446573043597, 'D': 0.13054119085418586, 'F': 0.32439594161628493, 'H': 0.16455042329515268}, {'B': -0.3491446573043597, 'D': -0.13154119085418586, 'F': -0.32539594161628493, 'H': -0.16555042329515268}, {'A': 0.32873966683135714, 'C': 0.4413200912542195, 'E': 0.47193640162477146, 'G': 0.4781269489850038}, {'A': -0.32973966683135714, 'C': -0.4423200912542195, 'E': -0.47293640162477146, 'G': -0.4791269489850038}, {'A': 0.2272902325433087, 'C': 0.474988674053246, 'E': 0.4945877136183565, 'G': 0.06008447981853672}, {'A': -0.2282902325433087, 'C': -0.475988674053246, 'E': -0.4955877136183565, 'G': -0.06108447981853672}, {'B': 0.4661799849764422, 'D': 0.35616129014604075, 'F': 0.4514921048929072, 'H': 0.26325945799722544}, {'B': -0.4671799849764422, 'D': -0.35716129014604076, 'F': -0.4524921048929072, 'H': -0.26425945799722544}, {'B': 0.40833843753220334, 'D': 0.16156678567372718, 'F': 0.31006369538597833, 'H': 0.21866463755952864}, {'B': -0.40933843753220334, 'D': -0.16256678567372718, 'F': -0.31106369538597833, 'H': -0.21966463755952864}, {'B': 0.2508405389633432, 'D': 0.08561338826257783, 'F': 0.14769758038110564, 'H': 0.06578054394102449}, {'B': -0.2518405389633432, 'D': -0.08661338826257783, 'F': -0.14869758038110564, 'H': -0.06678054394102449}, {'A': 0.376667835962898, 'C': 0.422298146903925, 'E': 0.17047074419176492, 'G': 0.15917893620025136}, {'A': -0.377667835962898, 'C': -0.423298146903925, 'E': -0.17147074419176492, 'G': -0.16017893620025137}, {'B': 0.08607060846833156, 'D': 0.48682972285508663, 'F': 0.39166986177773777, 'H': 0.21273883433165597}, {'B': -0.08707060846833156, 'D': -0.48782972285508663, 'F': -0.39266986177773777, 'H': -0.21373883433165597}, {'A': 0.05192078434384147, 'C': 0.17146508285007403, 'E': 0.05306577298058094, 'G': 0.4417937485128563}, {'A': -0.05292078434384147, 'C': -0.17246508285007403, 'E': -0.05406577298058094, 'G': -0.4427937485128563}, {'B': 0.4847613685885318, 'D': 0.21749383411862988, 'F': 0.15734926355244086, 'H': 0.2161416504945995}, {'B': -0.4857613685885318, 'D': -0.21849383411862988, 'F': -0.15834926355244086, 'H': -0.2171416504945995}]
[{'A': 0.4209377320078388, 'C': 0.3477022498495636, 'E': 0.32077898273937544, 'G': 0.3915719115327577}, {'A': -0.4219377320078388, 'C': -0.3487022498495636, 'E': -0.32177898273937544, 'G': -0.3925719115327577}, {'A': 0.06153875185258774, 'C': 0.3406341094820617, 'E': 0.4309406203589669, 'G': 0.45521007993330315}, {'A': -0.06253875185258774, 'C': -0.3416341094820617, 'E': -0.4319406203589669, 'G': -0.45621007993330315}, {'A': 0.4559683744113133, 'C': 0.43643560531847875, 'E': 0.4650641782153933, 'G': 0.4741546228137564}, {'A': -0.4569683744113133, 'C': -0.43743560531847875, 'E': -0.4660641782153933, 'G': -0.4751546228137564}, {'A': 0.4130174994303938, 'C': 0.42618580494023484, 'E': 0.4780013951479854, 'G': 0.2762627425223217}, {'A': -0.4140174994303938, 'C': -0.42718580494023484, 'E': -0.4790013951479854, 'G': -0.2772627425223217}, {'A': 0.0671180798112523, 'C': 0.38164439203737743, 'E': 0.21188847596612403, 'G': 0.2555381062722383}, {'A': -0.0681180798112523, 'C': -0.38264439203737743, 'E': -0.21288847596612404, 'G': -0.2565381062722383}, {'A': 0.37317117905228403, 'C': 0.43453258834197056, 'E': 0.3045274110031781, 'G': 0.12727414627219455}, {'A': -0.37417117905228403, 'C': -0.43553258834197056, 'E': -0.3055274110031781, 'G': -0.12827414627219455}, {'B': 0.2754710303443858, 'D': 0.38536231508323554, 'F': 0.30421838823439395, 'H': 0.06272800340229115}, {'B': -0.2764710303443858, 'D': -0.38636231508323554, 'F': -0.30521838823439396, 'H': -0.06372800340229115}, {'A': 0.3359220774219555, 'C': 0.09294243130330122, 'E': 0.24676438522922056, 'G': 0.33098997415028664}, {'A': -0.3369220774219555, 'C': -0.09394243130330122, 'E': -0.24776438522922056, 'G': -0.33198997415028664}, {'B': 0.1375036998307799, 'D': 0.2619756481235295, 'F': 0.46735285603094046, 'H': 0.2729432679256405}, {'B': -0.1385036998307799, 'D': -0.2629756481235295, 'F': -0.46835285603094046, 'H': -0.2739432679256405}, {'B': 0.32040623873725754, 'D': 0.12395699906826815, 'F': 0.22235589211439571, 'H': 0.4103268453900807}, {'B': -0.32140623873725754, 'D': -0.12495699906826815, 'F': -0.22335589211439572, 'H': -0.4113268453900807}]
[{'B': 0.4105639219414868, 'D': 0.37577810069430106, 'F': 0.43908406967745306, 'H': 0.4224996982021051}, {'B': -0.4115639219414868, 'D': -0.37677810069430107, 'F': -0.44008406967745306, 'H': -0.4234996982021051}, {'B': 0.08461139778145725, 'D': 0.19256763728536297, 'F': 0.2436062159878355, 'H': 0.38058299967181053}, {'B': -0.08561139778145725, 'D': -0.19356763728536297, 'F': -0.2446062159878355, 'H': -0.38158299967181053}, {'B': 0.39182846855985504, 'D': 0.3743914508693471, 'F': 0.20663109938025154, 'H': 0.29352032751778573}, {'B': -0.39282846855985504, 'D': -0.3753914508693471, 'F': -0.20763109938025154, 'H': -0.29452032751778573}, {'B': 0.4630518224946299, 'D': 0.13550918187429492, 'F': 0.31447952772604426, 'H': 0.11648526705198149}, {'B': -0.4640518224946299, 'D': -0.13650918187429492, 'F': -0.31547952772604426, 'H': -0.11748526705198149}, {'A': 0.37413167839042294, 'C': 0.45991076125184605, 'E': 0.19772214384031173, 'G': 0.44245623977253484}, {'A': -0.37513167839042294, 'C': -0.46091076125184605, 'E': -0.19872214384031173, 'G': -0.44345623977253484}, {'A': 0.27381587866696416, 'C': 0.37321491832608694, 'E': 0.17471895365876797, 'G': 0.4294246594429899}, {'A': -0.27481587866696416, 'C': -0.37421491832608694, 'E': -0.17571895365876797, 'G': -0.4304246594429899}, {'B': 0.1522711451782847, 'D': 0.38950196070652016, 'F': 0.20765408489738496, 'H': 0.35833294710472346}, {'B': -0.1532711451782847, 'D': -0.39050196070652016, 'F': -0.20865408489738496, 'H': -0.35933294710472347}, {'A': 0.15433603116104747, 'C': 0.4070829264654557, 'E': 0.4344882945541537, 'G': 0.450893526975068}, {'A': -0.15533603116104747, 'C': -0.4080829264654557, 'E': -0.4354882945541537, 'G': -0.451893526975068}, {'A': 0.4955977707299913, 'C': 0.3661055331838589, 'E': 0.29484320654615753, 'G': 0.4105679497920275}, {'A': -0.4965977707299913, 'C': -0.3671055331838589, 'E': -0.29584320654615753, 'G': -0.4115679497920275}, {'B': 0.16828602800096443, 'D': 0.12097473005248296, 'F': 0.46609149738871614, 'H': 0.3114511835864144}, {'B': -0.16928602800096443, 'D': -0.12197473005248297, 'F': -0.46709149738871614, 'H': -0.3124511835864144}]
[{'B': 0.47366170986154543, 'D': 0.32083180004481343, 'F': 0.16893644344290304, 'H': 0.3600059857124131}, {'B': -0.47466170986154543, 'D': -0.32183180004481343, 'F': -0.16993644344290304, 'H': -0.3610059857124131}, {'A': 0.12665376644580384, 'C': 0.14603642030990382, 'E': 0.16985918781005854, 'G': 0.3844852027993864}, {'A': -0.12765376644580384, 'C': -0.14703642030990383, 'E': -0.17085918781005854, 'G': -0.3854852027993864}, {'A': 0.10852408136621089, 'C': 0.49317968810519813, 'E': 0.49983712021658466, 'G': 0.2698887013602908}, {'A': -0.10952408136621089, 'C': -0.49417968810519813, 'E': -0.5008371202165847, 'G': -0.2708887013602908}, {'B': 0.45392177443357445, 'D': 0.2337508170471394, 'F': 0.47588847664926864, 'H': 0.3766250709478131}, {'B': -0.45492177443357446, 'D': -0.2347508170471394, 'F': -0.47688847664926864, 'H': -0.3776250709478131}, {'A': 0.26745509013648927, 'C': 0.4845295424843696, 'E': 0.30912738721656335, 'G': 0.3760526092162409}, {'A': -0.26845509013648927, 'C': -0.4855295424843696, 'E': -0.31012738721656335, 'G': -0.3770526092162409}, {'B': 0.156649369991742, 'D': 0.0670451561137193, 'F': 0.3918992996353395, 'H': 0.21395699227165565}, {'B': -0.157649369991742, 'D': -0.06804515611371931, 'F': -0.3928992996353395, 'H': -0.21495699227165566}, {'A': 0.38079025347485246, 'C': 0.449315910526291, 'E': 0.3644560349611618, 'G': 0.19319099388260713}, {'A': -0.38179025347485246, 'C': -0.450315910526291, 'E': -0.3654560349611618, 'G': -0.19419099388260713}, {'A': 0.36288432720860836, 'C': 0.37461426638290696, 'E': 0.4189005941869991, 'G': 0.2750931444835831}, {'A': -0.36388432720860836, 'C': -0.37561426638290696, 'E': -0.4199005941869991, 'G': -0.2760931444835831}, {'B': 0.18856972664561628, 'D': 0.2610415804478974, 'F': 0.2929899574144058, 'H': 0.14277710816807065}, {'B': -0.18956972664561628, 'D': -0.2620415804478974, 'F': -0.2939899574144058, 'H': -0.14377710816807066}, {'B': 0.17460221291372824, 'D': 0.4171813144059238, 'F': 0.4062903836248367, 'H': 0.43667989676157676}, {'B': -0.17560221291372824, 'D': -0.4181813144059238, 'F': -0.4072903836248367, 'H': -0.43767989676157676}]
[{'B': 0.48235996902581396, 'D': 0.362790640871954, 'F': 0.38003371214276854, 'H': 0.45916683900788147}, {'B': -0.48335996902581396, 'D': -0.363790640871954, 'F': -0.38103371214276854, 'H': -0.46016683900788147}, {'A': 0.17255164503103648, 'C': 0.34124384108605404, 'E': 0.4399497638753872, 'G': 0.43780816614225243}, {'A': -0.17355164503103648, 'C': -0.34224384108605405, 'E': -0.4409497638753872, 'G': -0.43880816614225243}, {'A': 0.1600566945835129, 'C': 0.23933191667981857, 'E': 0.07995363267296565, 'G': 0.05508782480882999}, {'A': -0.1610566945835129, 'C': -0.24033191667981857, 'E': -0.08095363267296565, 'G': -0.05608782480882999}, {'B': 0.3209304387756379, 'D': 0.4925435941267594, 'F': 0.40689307869185304, 'H': 0.11963904090690196}, {'B': -0.32193043877563793, 'D': -0.4935435941267594, 'F': -0.40789307869185304, 'H': -0.12063904090690196}, {'A': 0.4803957541229321, 'C': 0.13653521871042723, 'E': 0.17759956103260194, 'G': 0.07660189735229324}, {'A': -0.4813957541229321, 'C': -0.13753521871042723, 'E': -0.17859956103260194, 'G': -0.07760189735229324}, {'A': 0.49549256116677126, 'C': 0.15894177350482508, 'E': 0.49210065366744365, 'G': 0.34297873137230134}, {'A': -0.49649256116677126, 'C': -0.15994177350482508, 'E': -0.49310065366744366, 'G': -0.34397873137230134}, {'A': 0.3612779333427552, 'C': 0.2681194338798119, 'E': 0.2082474157624699, 'G': 0.29495662430041214}, {'A': -0.3622779333427552, 'C': -0.2691194338798119, 'E': -0.2092474157624699, 'G': -0.29595662430041214}, {'B': 0.36646821308701427, 'D': 0.34051135343766487, 'F': 0.15148348468572104, 'H': 0.33556595910667525}, {'B': -0.3674682130870143, 'D': -0.34151135343766487, 'F': -0.15248348468572104, 'H': -0.33656595910667525}, {'B': 0.3020404176121362, 'D': 0.08205449891443098, 'F': 0.4623129307725127, 'H': 0.26865346995871137}, {'B': -0.3030404176121362, 'D': -0.08305449891443098, 'F': -0.4633129307725127, 'H': -0.26965346995871137}, {'A': 0.3341045958391201, 'C': 0.1349556079943689, 'E': 0.18444214320669955, 'G': 0.3499258898178112}, {'A': -0.3351045958391201, 'C': -0.1359556079943689, 'E': -0.18544214320669955, 'G': -0.3509258898178112}]
[{'A': 0.06309945881021865, 'C': 0.3235989385395724, 'E': 0.15042471050696316, 'G': 0.053287911820503256}, {'A': -0.06409945881021865, 'C': -0.3245989385395724, 'E': -0.15142471050696316, 'G': -0.05428791182050326}, {'A': 0.3301097971894295, 'C': 0.12817756422809246, 'E': 0.17346850487065754, 'G': 0.11156355054741873}, {'A': -0.3311097971894295, 'C': -0.12917756422809246, 'E': -0.17446850487065754, 'G': -0.11256355054741873}, {'A': 0.33747360665711795, 'C': 0.2675199521888126, 'E': 0.3084180730453642, 'G': 0.10820719250207277}, {'A': -0.33847360665711795, 'C': -0.2685199521888126, 'E': -0.30941807304536423, 'G': -0.10920719250207277}, {'B': 0.27418089695094855, 'D': 0.49644771862341447, 'F': 0.20520236735192554, 'H': 0.48653109428352825}, {'B': -0.27518089695094855, 'D': -0.49744771862341447, 'F': -0.20620236735192554, 'H': -0.48753109428352825}, {'B': 0.14096418562147456, 'D': 0.22647393959048778, 'F': 0.14761353578323713, 'H': 0.2521925523671855}, {'B': -0.14196418562147456, 'D': -0.22747393959048778, 'F': -0.14861353578323713, 'H': -0.2531925523671855}, {'B': 0.16406186061776035, 'D': 0.44087318578208035, 'F': 0.2915238575788448, 'H': 0.4133394627097206}, {'B': -0.16506186061776035, 'D': -0.44187318578208035, 'F': -0.2925238575788448, 'H': -0.4143394627097206}, {'A': 0.37056746573677274, 'C': 0.43860896040040864, 'E': 0.43916361719073094, 'G': 0.13139807350926325}, {'A': -0.37156746573677274, 'C': -0.43960896040040864, 'E': -0.44016361719073094, 'G': -0.13239807350926325}, {'A': 0.1869995724045191, 'C': 0.30664761482843966, 'E': 0.46404214725905624, 'G': 0.10996638570693161}, {'A': -0.1879995724045191, 'C': -0.30764761482843966, 'E': -0.46504214725905624, 'G': -0.11096638570693161}, {'A': 0.42230239302988776, 'C': 0.11770934382580271, 'E': 0.2420198496223835, 'G': 0.4614745479485273}, {'A': -0.42330239302988776, 'C': -0.11870934382580271, 'E': -0.2430198496223835, 'G': -0.4624745479485273}, {'B': 0.18458113050310399, 'D': 0.09128645677931686, 'F': 0.07039789001133831, 'H': 0.36965106747139187}, {'B': -0.18558113050310399, 'D': -0.09228645677931686, 'F': -0.07139789001133831, 'H': -0.37065106747139187}]
[{'A': 0.13749514971367033, 'C': 0.34825292338972785, 'E': 0.07168508025235899, 'G': 0.36261861192559675}, {'A': -0.13849514971367033, 'C': -0.34925292338972785, 'E': -0.072685080252359, 'G': -0.36361861192559675}, {'B': 0.28126024843634145, 'D': 0.06647543881354827, 'F': 0.21261224682196211, 'H': 0.4667963613179307}, {'B': -0.28226024843634145, 'D': -0.06747543881354827, 'F': -0.21361224682196212, 'H': -0.4677963613179307}, {'B': 0.16310539926784368, 'D': 0.46029254846452794, 'F': 0.42742146279164983, 'H': 0.09712490185062714}, {'B': -0.16410539926784368, 'D': -0.46129254846452794, 'F': -0.42842146279164983, 'H': -0.09812490185062714}, {'B': 0.4235065934403019, 'D': 0.0891888130922241, 'F': 0.2725007547639196, 'H': 0.46582140195247435}, {'B': -0.4245065934403019, 'D': -0.0901888130922241, 'F': -0.2735007547639196, 'H': -0.46682140195247435}, {'B': 0.2196535216049812, 'D': 0.34164400968363146, 'F': 0.48937406906302705, 'H': 0.1116003813945882}, {'B': -0.2206535216049812, 'D': -0.34264400968363146, 'F': -0.49037406906302705, 'H': -0.1126003813945882}, {'A': 0.1796437604218652, 'C': 0.3077857136618493, 'E': 0.4662577526674674, 'G': 0.3858022584225854}, {'A': -0.1806437604218652, 'C': -0.3087857136618493, 'E': -0.4672577526674674, 'G': -0.3868022584225854}, {'B': 0.2919147176157594, 'D': 0.47435067633991845, 'F': 0.44291865817235626, 'H': 0.466062997185495}, {'B': -0.2929147176157594, 'D': -0.47535067633991845, 'F': -0.44391865817235626, 'H': -0.467062997185495}, {'B': 0.06045559669164694, 'D': 0.1140087056391971, 'F': 0.24767335257530443, 'H': 0.4093901926647418}, {'B': -0.06145559669164694, 'D': -0.1150087056391971, 'F': -0.24867335257530443, 'H': -0.4103901926647418}, {'A': 0.0678871181221355, 'C': 0.11131140236258978, 'E': 0.3150170862297106, 'G': 0.3681262257277448}, {'A': -0.06888711812213551, 'C': -0.11231140236258978, 'E': -0.3160170862297106, 'G': -0.3691262257277448}, {'A': 0.2947215010678249, 'C': 0.4229396460150358, 'E': 0.07738881541728167, 'G': 0.1879329622614883}, {'A': -0.2957215010678249, 'C': -0.4239396460150358, 'E': -0.07838881541728167, 'G': -0.1889329622614883}]
